,DEPT,GRTO,GRKT,GRTH,GKUT,POTA,URAN,THOR,MSFL,LLS,LLD,GR,CALI,BHVT,AHVT,RHOB,DRHO,PE,DPHI,XPHI,NPHI,NDSN,FDSN,TENS,MDT,SPHI,ITTT,DXDT,DYDT
14582,7491.0,31.0301,15.7135,8.0099,31.9992,0.5711,1.8131,2.2723,35.791,123.7289,133.5956,33.6613,8.2416,1355.5693,741.7785,2.6973,0.0011,5.18,0.0079,0.0448,0.0559,21073.334,4993.3335,5166.3955,53.9953,0.0465,255874.6406,101.0576,101.3003
14583,7491.5,36.2126,18.5724,9.3376,37.3487,0.6826,2.0904,2.649,47.1522,72.9789,64.175,43.207,8.2415,1355.384,741.6757,2.6986,0.0044,5.1391,0.0071,0.0488,0.0622,20673.334,4360.0,5251.9937,54.8528,0.0528,255847.6406,100.9525,101.0441
14584,7492.0,44.9431,23.2089,11.7283,46.4253,0.8495,2.5848,3.3272,41.7125,33.1877,32.512,54.2759,8.2413,1355.1987,741.5729,2.6767,0.0007,4.9701,0.0207,0.0692,0.0877,19706.666,3625.0,5277.6797,56.7197,0.0664,255820.2188,102.8359,103.4789
14585,7492.5,59.8042,31.3363,15.822,61.7736,1.1478,3.3887,4.4885,18.5266,22.7396,23.8396,66.3282,8.2427,1355.0134,741.47,2.6418,-0.0058,4.6729,0.0424,0.1114,0.1461,18693.334,2280.0,5231.6089,58.9471,0.0826,255791.875,108.9087,108.9063
14586,7493.0,77.5484,40.7709,20.9117,80.1591,1.4743,4.3852,5.9324,10.9388,17.2861,18.9019,80.0604,8.2467,1354.828,741.3672,2.5769,-0.0122,4.2169,0.0826,0.1629,0.2137,15733.333,1695.0,5205.519,71.3763,0.173,255762.3906,118.9966,117.9574
14587,7493.5,93.7663,49.3168,25.658,97.0027,1.7621,5.3091,7.2789,9.7354,14.7298,16.7579,97.846,8.2611,1354.6423,741.2641,2.479,-0.0198,3.6875,0.1435,0.1992,0.2378,13806.667,1470.0,5206.9644,75.2334,0.2011,255726.6875,124.6476,124.6343
14588,7494.0,102.3339,53.2985,28.1546,106.0693,1.8794,5.8752,7.9871,12.1389,17.7152,19.7749,108.469,8.2607,1354.4562,741.1605,2.4211,-0.0201,3.3241,0.1794,0.223,0.2541,13385.0,1300.0,5253.0137,77.5075,0.2177,255689.0781,127.1977,127.7295
14589,7494.5,96.6263,50.3057,26.8203,100.1745,1.7595,5.5521,7.6086,17.1607,25.9323,29.1096,103.3508,8.2663,1354.2699,741.0567,2.4555,-0.0112,3.3627,0.1581,0.2146,0.256,14186.667,1195.0,5219.8525,78.1049,0.222,255650.3438,127.2305,128.3015
14590,7495.0,79.5535,41.9223,22.3282,82.2516,1.4676,4.49,6.3343,26.4779,42.7263,48.0974,88.3957,8.2631,1354.0836,740.9528,2.5486,-0.0077,3.7984,0.1002,0.152,0.1819,14520.0,1680.0,5190.165,76.8213,0.2127,255611.2969,124.6336,126.2246
14591,7495.5,57.8,30.8761,16.388,59.563,1.0842,3.1938,4.6491,71.9246,93.3049,101.7979,68.0717,8.2565,1353.8975,740.8492,2.6445,-0.0076,4.3108,0.0407,0.0873,0.1069,17560.0,2720.0,5180.6621,70.5182,0.1668,255572.8906,118.7117,119.1855
14592,7496.0,39.5639,21.2892,11.2893,40.8406,0.7482,2.1767,3.2026,315.1584,219.9026,228.3174,45.8726,8.2431,1353.7118,740.7459,2.6989,-0.0023,4.6623,0.0069,0.0604,0.0801,20066.666,3773.3333,5208.9365,62.1413,0.1058,255537.625,112.3101,111.2945
14593,7496.5,29.1378,15.6886,8.2918,30.2406,0.5529,1.6201,2.3523,770.348,183.7473,215.2302,31.8461,8.2368,1353.5266,740.6432,2.7059,0.0026,4.885,0.0026,0.0499,0.0658,21326.666,4280.0,5270.833,59.0437,0.0833,255506.5469,108.1728,107.8385
14594,7497.0,27.0651,14.5536,7.5848,28.1998,0.5192,1.5193,2.1517,235.3911,101.406,135.905,28.2711,8.2394,1353.3416,740.5407,2.696,0.0022,5.0131,0.0087,0.0434,0.0535,22055.0,5040.0,5211.2788,56.7414,0.0665,255477.0469,105.0251,105.1002
14595,7497.5,28.2296,15.2935,7.7483,29.487,0.5586,1.5802,2.1981,70.4899,57.8449,83.7695,30.2268,8.2376,1353.1565,740.438,2.6901,0.0001,5.0038,0.0124,0.0515,0.0641,21353.334,4460.0,5206.0234,55.601,0.0582,255448.6719,102.7777,102.6687
14596,7498.0,31.4415,17.0138,8.4063,32.8566,0.6339,1.7638,2.3848,37.9043,42.3757,64.2885,34.3231,8.2389,1352.9713,740.3354,2.6881,-0.002,4.9512,0.0136,0.062,0.0797,19080.0,3885.0,5150.7954,55.2694,0.0558,255420.8594,101.6104,101.5662
14597,7498.5,33.5327,18.0264,8.9209,35.1221,0.6707,1.9033,2.5308,34.2166,39.2542,58.5255,39.9684,8.2433,1352.7861,740.2327,2.6799,-0.0047,4.9972,0.0187,0.065,0.082,19006.666,3226.6667,5245.2925,55.3073,0.0561,255393.2031,101.2615,101.7476
14598,7499.0,34.7953,18.4968,9.3728,36.5993,0.6753,2.0154,2.659,37.6437,39.8455,57.0895,42.1867,8.2449,1352.601,740.13,2.6672,-0.0064,5.0618,0.0266,0.0693,0.0851,19486.666,3540.0,5300.6987,55.6765,0.0588,255365.5469,101.4442,102.4437
14599,7499.5,36.1359,19.4648,10.1356,38.1286,0.6947,2.0779,2.8754,38.421,38.7295,53.1316,38.3085,8.2468,1352.4156,740.0271,2.6616,-0.0089,4.979,0.03,0.0741,0.091,18826.666,3466.6667,5249.5171,56.5701,0.0653,255337.7188,102.0163,103.0928
14600,7500.0,36.9187,20.5557,10.6499,38.9714,0.7367,2.0503,3.0213,30.979,35.0235,48.1736,36.8814,8.2496,1352.2301,739.9241,2.6587,-0.012,4.8052,0.0319,0.0756,0.0925,19213.334,3353.3333,5206.6504,57.6853,0.0734,255309.4375,102.8365,103.7199
14601,7500.5,37.3618,21.3338,10.9372,39.4001,0.7713,2.0114,3.1028,25.4482,32.7677,44.6544,41.1182,8.2561,1352.0446,739.821,2.657,-0.0088,4.6752,0.0329,0.0777,0.0954,18835.0,3373.3333,5188.8091,58.3794,0.0785,255280.5781,103.5818,104.3903
14602,7501.0,37.7323,21.8765,11.1126,39.7364,0.7969,1.9884,3.1525,23.4307,31.5147,43.0091,44.0019,8.2538,1351.8588,739.7177,2.6634,-0.0014,4.6144,0.029,0.0811,0.1028,18500.0,3240.0,5290.4219,58.6476,0.0804,255251.4063,104.1766,104.9641
14603,7501.5,37.8093,21.7262,11.0514,39.7925,0.7905,2.0114,3.1351,25.8908,34.4725,43.5448,43.9206,8.2583,1351.673,739.6144,2.6763,0.0053,4.6395,0.021,0.0834,0.1103,18580.0,2920.0,5293.4819,59.0348,0.0832,255222.0781,105.3416,105.7951
14604,7502.0,39.462,22.7405,11.6458,41.5115,0.8227,2.0898,3.3038,29.5512,32.1554,38.1609,44.671,8.2599,1351.4869,739.5109,2.6922,0.0138,4.6964,0.0111,0.0798,0.1092,18733.334,3066.6667,5257.6865,60.0858,0.0909,255192.5469,107.8754,107.6735
14605,7502.5,43.6686,25.2077,12.9404,45.9728,0.9102,2.3119,3.671,20.5224,24.6858,29.8634,48.6527,8.2573,1351.3009,739.4073,2.6988,0.0199,4.7142,0.007,0.0815,0.1139,18895.0,2820.0,5183.8667,62.3231,0.1072,255162.5,111.7422,111.2429
14606,7503.0,53.7783,31.2701,16.0877,56.7283,1.127,2.8344,4.5639,13.2225,18.6561,23.3388,61.925,8.2632,1351.1147,739.3038,2.6819,0.016,4.5853,0.0174,0.1004,0.1405,17940.0,2626.6667,5205.2944,66.026,0.1341,255131.3594,116.1602,115.5368
14607,7503.5,68.7915,40.3576,20.8427,72.6447,1.4498,3.5946,5.9128,11.6313,13.5169,16.6836,82.6209,8.2717,1350.9285,739.2001,2.638,0.007,4.2079,0.0447,0.1257,0.1697,15713.333,1866.6666,5274.0156,70.4396,0.1662,255098.3438,121.1986,120.0687
14608,7504.0,87.0149,51.6738,26.7986,91.8136,1.8498,4.4689,7.6024,10.1841,10.2604,13.3268,103.5941,8.2806,1350.7418,739.0959,2.5767,0.0002,3.7557,0.0828,0.1587,0.2057,14866.667,1515.0,5251.9038,75.4883,0.203,255063.1094,127.1298,126.0169
14609,7504.5,100.4883,61.0071,31.7365,105.8071,2.1782,4.9878,9.0033,7.6112,9.6533,12.938,119.2768,8.293,1350.5547,738.9913,2.5244,-0.0071,3.419,0.1153,0.1935,0.2486,13773.333,1286.6666,5241.5713,80.4691,0.2392,255025.3906,132.7784,133.3657
14610,7505.0,109.0414,67.7439,35.0215,114.4972,2.4315,5.2052,9.9352,7.4818,9.376,12.5569,124.253,8.2917,1350.3672,738.8862,2.5004,-0.0145,3.2522,0.1302,0.2012,0.2522,13906.667,1313.3334,5192.5303,82.9801,0.2575,254985.1563,135.9006,136.9698
14611,7505.5,111.2878,70.4069,36.0402,116.6547,2.548,5.1489,10.2242,8.3413,10.4438,14.2633,121.7095,8.2907,1350.1797,738.7812,2.4928,-0.0176,3.3262,0.1349,0.2115,0.2688,13860.0,1210.0,5192.1265,83.3504,0.2602,254943.6719,136.3733,137.302
14612,7506.0,108.5609,69.3856,35.2677,113.7092,2.5256,4.9347,10.005,11.3824,14.0414,18.5059,112.1601,8.2913,1349.9923,738.6763,2.4901,-0.0165,3.5017,0.1366,0.211,0.2665,13720.0,1185.0,5260.2764,81.8541,0.2493,254901.9688,134.3955,134.9493
14613,7506.5,95.9879,61.2747,30.9464,100.6271,2.242,4.3812,8.7791,16.1703,18.8022,25.7778,91.2313,8.2919,1349.8048,738.5714,2.5184,-0.0119,3.6571,0.119,0.1722,0.2055,14065.0,1330.0,5262.3042,76.9774,0.2138,254861.0625,128.8029,129.4311
14614,7507.0,76.885,49.3249,25.0467,80.673,1.7969,3.4901,7.1054,29.3325,29.7236,39.4592,67.3892,8.2794,1349.6176,738.4666,2.5866,-0.006,3.9816,0.0766,0.1128,0.1289,15530.0,2460.0,5262.9771,68.4932,0.1521,254822.5781,117.1786,118.9622
14615,7507.5,57.2645,37.0545,18.8107,60.1666,1.3502,2.5732,5.3364,36.0023,46.7051,64.1725,52.1826,8.2887,1349.4305,738.3621,2.6518,-0.0008,4.4103,0.0362,0.0813,0.0996,18395.0,2993.3333,5180.1919,64.4103,0.1223,254788.3438,112.724,113.3829
14616,7508.0,43.6028,28.691,14.5596,45.7803,1.0457,1.9026,4.1304,42.7827,48.1556,59.0784,45.8674,8.2851,1349.2433,738.2573,2.6828,0.0045,4.6208,0.0169,0.0727,0.0952,19233.334,3246.6667,5229.7822,62.3144,0.1071,254756.125,111.1408,111.5865
14617,7508.5,44.3725,29.5853,14.7388,46.5343,1.0944,1.887,4.1812,32.3514,31.7253,41.9913,43.2299,8.2865,1349.056,738.1525,2.6955,0.0117,4.5887,0.009,0.0744,0.1014,19113.334,3353.3333,5252.7891,61.8311,0.1036,254724.9844,111.0401,111.3638
14618,7509.0,54.0391,36.0048,17.4773,56.6846,1.3588,2.3024,4.9581,17.6427,22.2,29.0154,48.4878,8.2836,1348.8688,738.0477,2.7013,0.017,4.4821,0.0054,0.0872,0.124,19240.0,2666.6667,5263.7388,63.4052,0.115,254694.0469,112.3882,112.5365
14619,7509.5,68.2599,45.3846,21.3749,71.5589,1.7511,2.9141,6.0638,10.9385,15.1065,20.3521,67.9149,8.2864,1348.6816,737.9431,2.6632,0.0182,4.2581,0.0291,0.1167,0.1625,18066.666,2073.3333,5203.0532,69.8485,0.1619,254662.3281,116.2794,115.9244
14620,7510.0,80.8872,52.5584,24.1488,84.8669,2.0633,3.597,6.8507,8.7458,11.6232,16.5424,88.9295,8.3057,1348.4941,737.8381,2.5859,0.0183,3.7954,0.0771,0.1605,0.2129,14693.333,1653.3334,5174.375,73.7575,0.1904,254627.4375,122.5161,121.9551
14621,7510.5,85.9553,55.0676,25.0508,90.0154,2.1765,3.8909,7.1066,8.5803,11.7956,16.1888,95.6743,8.3148,1348.3058,737.7323,2.5492,0.0161,3.2953,0.0999,0.179,0.2321,13946.667,1360.0,5205.4741,76.1182,0.2076,254590.5469,126.2443,126.1409
14622,7511.0,88.9042,56.6777,25.6257,92.6564,2.2493,4.0057,7.2697,9.7784,11.6975,15.3879,93.936,8.321,1348.1172,737.6262,2.5524,0.0121,3.0388,0.0979,0.1728,0.2217,14893.333,1500.0,5248.542,78.1948,0.2227,254552.4844,128.9343,129.1634
14623,7511.5,92.8762,59.478,26.529,96.4952,2.3817,4.1213,7.5259,9.5921,11.7628,15.8518,98.6179,8.3227,1347.9283,737.5198,2.5303,0.0056,3.0671,0.1116,0.1763,0.2185,15460.0,1553.3334,5271.7959,80.2567,0.2377,254513.3906,131.9508,132.3266
14624,7512.0,99.3298,64.3268,28.2463,102.9705,2.6019,4.3023,8.0131,9.7187,13.2989,17.0553,110.6258,8.3175,1347.7394,737.4134,2.4877,-0.0011,3.2166,0.138,0.2009,0.2454,13665.0,1326.6666,5224.9067,82.0519,0.2507,254473.2656,135.0068,135.7167
14625,7512.5,105.6972,68.8405,29.6876,109.3793,2.8161,4.5133,8.422,9.1981,12.1183,15.6021,117.1658,8.3308,1347.5504,737.3069,2.4602,-0.0023,3.2497,0.1551,0.2192,0.2676,13720.0,1285.0,5233.8843,83.382,0.2604,254411.7344,137.5756,138.4812
14626,7513.0,107.7447,70.0496,30.0304,111.2925,2.876,4.5917,8.5193,7.6924,11.3542,14.49,120.4118,8.3475,1347.3611,737.2,2.4556,-0.0006,3.19,0.158,0.2157,0.2581,13833.333,1390.0,5241.5825,84.2112,0.2665,254370.0313,139.8989,140.4085
14627,7513.5,106.2541,69.0544,29.4805,109.3588,2.8424,4.4872,8.3633,6.1482,10.7385,14.3542,120.9701,8.3956,1347.1707,737.092,2.4853,-0.0016,3.2174,0.1396,0.2212,0.2843,13153.333,1080.0,5266.4619,84.4545,0.2682,254327.9219,142.1162,142.1628
14628,7514.0,104.6556,67.4098,28.4953,107.5476,2.7913,4.4687,8.0838,7.5169,9.9128,13.6488,115.4319,8.3913,1346.978,736.9819,2.5314,-0.0001,3.2975,0.111,0.209,0.2823,14126.667,1266.6666,5279.3159,84.5105,0.2686,254285.6875,143.7206,143.9297
14629,7514.5,105.0997,66.6914,27.7205,108.0936,2.7891,4.6095,7.864,9.5072,10.7072,14.7625,115.7314,8.3504,1346.7866,736.873,2.5349,0.0079,3.2916,0.1088,0.2103,0.2866,14366.667,1233.3334,5252.3633,84.7844,0.2706,254243.4688,144.3126,144.9287
14630,7515.0,107.7726,67.6861,27.8697,111.1078,2.8461,4.8343,7.9063,11.7419,12.2073,17.8604,120.9035,8.3007,1346.597,736.7659,2.4822,0.009,3.1791,0.1415,0.2247,0.2899,13493.333,1153.3334,5285.334,85.1251,0.2731,254201.0469,143.7637,144.3576
14631,7515.5,107.5694,66.7353,27.3882,111.1492,2.8114,4.9448,7.7697,18.954,16.9666,25.7789,120.2159,8.2907,1346.4091,736.6605,2.4269,0.0044,3.0775,0.1759,0.2442,0.3002,12933.333,913.3333,5316.3433,84.7983,0.2707,254158.5,141.8789,142.0596
14632,7516.0,95.9565,59.0218,24.2592,99.3326,2.4843,4.488,6.882,33.1604,24.4933,36.4551,102.9582,8.2834,1346.2216,736.5555,2.4315,0.0085,3.1882,0.173,0.2234,0.2605,12966.667,1086.6666,5312.3994,83.4216,0.2607,254116.0938,138.5537,138.5292
14633,7516.5,76.311,46.6743,19.4025,79.1132,1.9518,3.6115,5.5043,64.7336,36.7777,56.1415,71.6851,8.2736,1346.0344,736.4509,2.5222,0.0159,3.6148,0.1166,0.1499,0.1667,13650.0,1686.6666,5304.4648,80.3062,0.238,254074.3906,131.9853,133.121
14634,7517.0,54.6228,33.089,13.8183,56.6825,1.38,2.6267,3.9201,70.9314,70.2254,98.1575,45.4326,8.2674,1345.8478,736.3467,2.6382,0.0189,4.1096,0.0446,0.08,0.0931,17840.0,3173.3333,5275.9985,69.1275,0.1567,254034.2188,119.694,121.6997
14635,7517.5,41.2989,24.57,10.3535,42.9422,1.0193,2.0455,2.9372,58.179,69.6812,89.0227,35.8906,8.263,1345.6615,736.2429,2.6899,0.0181,4.358,0.0125,0.0682,0.09,19066.666,3305.0,5303.1753,66.03,0.1341,253999.6875,116.8793,116.8215
14636,7518.0,42.4287,24.5814,10.4691,44.2376,1.0133,2.1884,2.9699,27.9089,39.1546,53.7728,41.6765,8.2615,1345.4752,736.1392,2.683,0.0139,4.4184,0.0168,0.0774,0.1027,18966.666,3346.6667,5282.0171,64.9845,0.1265,253966.6563,116.5037,116.0369
14637,7518.5,57.5082,32.1606,13.8758,60.2086,1.3152,3.1227,3.9364,16.3319,26.5894,39.0472,60.9379,8.2629,1345.2892,736.0355,2.6474,0.0055,4.3547,0.0389,0.1003,0.1292,19226.666,2586.6667,5301.2593,65.6262,0.1312,253934.1406,117.8698,117.6447
14638,7519.0,76.3032,41.832,18.3666,80.0419,1.6922,4.2541,5.2104,13.2097,19.4341,32.4166,89.9077,8.264,1345.1029,735.9318,2.5653,-0.0042,4.0346,0.0899,0.1706,0.2231,16593.334,1460.0,5289.3584,73.3097,0.1871,253901.3281,120.7491,121.1502
14639,7519.5,87.7092,47.8666,21.384,92.4168,1.9147,4.96,6.0664,19.4659,21.1591,36.653,111.3985,8.2778,1344.9164,735.8278,2.4712,-0.0052,3.6022,0.1483,0.2259,0.2866,13510.0,1233.3334,5299.3428,74.6062,0.1966,253864.6719,123.9737,124.0654
14640,7520.0,86.9886,48.2864,22.2598,92.0421,1.8912,4.8715,6.3148,50.4716,32.3929,51.426,106.8512,8.2713,1344.7297,735.7236,2.4726,0.0024,3.5565,0.1475,0.2194,0.2743,14410.0,1480.0,5286.0522,74.4799,0.1956,253827.3906,125.7535,125.2251
14641,7520.5,75.6646,43.3179,20.6242,80.5478,1.6583,4.1449,5.8508,112.4328,49.1479,62.5404,79.142,8.2618,1344.5433,735.6196,2.5736,0.008,4.0569,0.0847,0.1762,0.2373,17600.0,1720.0,5284.0679,74.2458,0.1939,253790.1719,126.1708,125.0128
14642,7521.0,69.1318,40.1765,19.7128,74.0228,1.5039,3.7682,5.5923,32.1568,44.0543,57.27,64.283,8.2608,1344.3572,735.5159,2.6448,0.0123,4.4358,0.0405,0.1214,0.1644,18813.334,2606.6667,5295.3306,74.3019,0.1943,253753.0313,126.4762,124.9145
14643,7521.5,71.8225,42.162,21.2059,76.9958,1.5478,3.8782,6.0159,19.9899,31.1773,42.6999,78.5498,8.2684,1344.1711,735.4123,2.6029,0.0137,4.1587,0.0665,0.1361,0.1753,18900.0,2120.0,5253.4175,74.9079,0.1987,253715.875,128.0965,126.6471
14644,7522.0,80.4534,47.4423,24.2609,86.2602,1.7183,4.3217,6.8825,18.4875,20.8959,29.1036,98.6645,8.2799,1343.9846,735.3083,2.5088,0.0071,3.6302,0.125,0.2064,0.2664,14913.333,1413.3334,5302.1333,77.6097,0.2184,253678.4063,131.7569,131.9943
14645,7522.5,91.5765,54.7086,28.3594,97.756,1.9591,4.7926,8.0452,17.2755,21.585,28.0842,110.3508,8.281,1343.7976,735.2037,2.4589,0.0007,3.3589,0.1559,0.2229,0.2741,14213.333,1266.6666,5293.5488,77.6097,0.2184,253678.4063,131.7569,131.9943
14646,7523.0,100.873,61.5109,32.1175,107.1547,2.1891,5.0817,9.1114,16.327,21.046,28.0949,117.1185,8.2837,1343.6106,735.0992,2.4362,-0.0045,3.2888,0.1701,0.2242,0.2646,13740.0,1220.0,5331.8877,86.1859,0.2808,253600.8125,136.7973,138.1428
14647,7523.5,105.4071,65.6649,34.3902,111.4301,2.3309,5.0952,9.7561,17.4327,20.3753,28.2201,118.8465,8.2827,1343.4235,734.9946,2.4111,-0.009,3.1653,0.1856,0.2471,0.2973,13033.333,1130.0,5306.6392,86.1859,0.2808,253600.8125,136.7973,138.1428
14648,7524.0,107.9776,67.3883,35.2067,114.0195,2.3971,5.1916,9.9877,19.1908,21.8123,28.7738,112.498,8.2846,1343.2365,734.89,2.4144,-0.0089,3.0261,0.1836,0.2361,0.2766,13146.667,1106.6666,5293.5938,86.1859,0.2808,253600.8125,136.7973,138.1428
14649,7524.5,107.0599,67.0536,35.1073,113.1394,2.3808,5.1309,9.9595,19.2128,21.175,27.1395,106.5924,8.283,1343.0493,734.7853,2.4372,-0.0099,3.0676,0.1694,0.2235,0.2639,14400.0,1375.0,5321.8242,86.938,0.2863,253471.5313,140.8426,141.5415
14650,7525.0,105.6714,65.6655,34.5118,111.8857,2.3238,5.1459,9.7906,12.9583,16.0443,21.01,106.0977,8.2839,1342.8623,734.6808,2.4461,-0.0122,3.2165,0.1639,0.2067,0.2354,14140.0,1435.0,5300.1724,86.7772,0.2851,253428.0781,142.8387,143.1086
14651,7525.5,105.9382,65.3423,34.1691,112.1491,2.3225,5.2112,9.6934,9.7645,13.7671,19.0021,107.4272,8.2889,1342.675,734.5761,2.4309,-0.0123,3.2261,0.1733,0.2198,0.2531,13655.0,1200.0,5261.6987,86.7337,0.2848,253384.6719,143.4102,143.6101
14652,7526.0,107.0117,65.3444,33.9683,113.1112,2.3344,5.3181,9.6364,9.4953,13.1856,18.2994,112.81,8.2872,1342.4878,734.4714,2.4226,-0.01,3.0613,0.1785,0.2323,0.2735,13490.0,1185.0,5251.6807,86.9524,0.2864,253341.3125,143.2061,143.5659
14653,7526.5,110.3432,67.1493,34.3867,115.9503,2.4293,5.4332,9.7551,11.5988,12.7714,17.6837,116.8708,8.2817,1342.3007,734.3667,2.4327,-0.0057,2.9295,0.1723,0.2378,0.2904,14166.667,1073.3334,5282.8574,86.6617,0.2843,253297.8281,141.9441,142.7355
14654,7527.0,112.2372,69.8491,35.6081,117.0651,2.5364,5.2567,10.1016,14.9549,16.9281,24.0069,120.7261,8.2793,1342.1136,734.2622,2.4428,0.0006,2.973,0.166,0.2394,0.2991,12553.333,1133.3334,5297.8643,84.665,0.2698,253254.5,138.9157,140.6062
14655,7527.5,103.4455,66.0847,33.3379,106.9472,2.4202,4.5494,9.4576,19.7751,25.7,35.7089,111.539,8.2679,1341.9269,734.1579,2.4953,0.0062,3.3189,0.1333,0.2179,0.2828,12953.333,1126.6666,5271.5947,78.9762,0.2284,253212.1875,133.9877,136.4757
14656,7528.0,85.1,55.6921,27.9404,87.3224,2.0487,3.5215,7.9264,33.3483,30.036,40.4037,81.2826,8.2639,1341.7405,734.0541,2.5984,0.0074,3.9432,0.0693,0.152,0.2021,15020.0,1613.3334,5291.3413,74.3163,0.1944,253172.7031,128.5938,130.4631
14657,7528.5,62.1277,41.2542,20.718,63.5071,1.5163,2.4775,5.8775,31.8114,36.2054,47.4532,56.7677,8.2691,1341.5543,733.9504,2.6804,0.0082,4.4808,0.0184,0.0906,0.1235,18680.0,2726.6667,5247.1855,69.7929,0.1615,253135.5313,122.2962,124.0124
14658,7529.0,46.2719,30.701,15.3611,47.2724,1.1318,1.845,4.3578,30.2533,43.6723,62.3809,46.3606,8.2583,1341.368,733.8467,2.7169,0.0094,4.7235,-0.0043,0.0711,0.1021,18850.0,3240.0,5285.7271,64.3262,0.1217,253100.6563,116.1284,116.3216
14659,7529.5,41.6615,27.5295,13.8767,42.4717,1.0089,1.6636,3.9367,36.8593,38.831,48.3968,41.1848,8.2546,1341.1821,733.7432,2.738,0.0081,4.7259,-0.0174,0.0689,0.1041,19225.0,3313.3333,5287.2056,62.8176,0.1108,253068.5,114.1901,113.8469
14660,7530.0,48.5927,31.9981,16.0249,49.2921,1.1787,1.9254,4.5461,23.2232,26.7046,35.9728,43.5324,8.2563,1340.9963,733.64,2.7425,0.0042,4.599,-0.0202,0.0736,0.1129,19500.0,2945.0,5285.1436,63.7072,0.1172,253037.0938,115.0892,114.4755
14661,7530.5,61.884,40.1293,19.9018,62.4913,1.4897,2.4896,5.6459,15.1653,22.6202,32.4334,62.5313,8.2493,1340.8105,733.5366,2.7024,-0.0026,4.4035,0.0047,0.0964,0.1399,19440.0,2710.0,5284.729,76.4477,0.21,253005.2344,121.0372,119.3771
14662,7531.0,82.5961,52.9456,25.8808,82.7613,1.9875,3.3195,7.3421,13.5942,20.0778,28.6937,92.0003,8.2662,1340.625,733.4336,2.602,-0.0097,4.0372,0.0671,0.154,0.2072,16880.0,1733.3334,5268.0654,82.1466,0.2514,252967.0313,137.1608,136.5417
14663,7531.5,103.1423,65.5432,31.4818,103.1289,2.493,4.1845,8.931,13.3579,15.6158,21.9544,113.5169,8.2754,1340.4387,733.3297,2.4813,-0.0056,3.5471,0.142,0.2282,0.2966,13966.667,1160.0,5325.8027,85.6198,0.2767,252925.9375,142.2643,140.9572
14664,7532.0,113.9115,71.564,34.1206,113.6481,2.7369,4.6854,9.6796,11.1946,14.6823,21.3862,123.2149,8.2693,1340.2521,733.2256,2.4204,0.006,3.2079,0.1799,0.2499,0.3085,12706.667,1135.0,5260.6123,87.173,0.288,252883.1406,144.2892,143.0104
14665,7532.5,114.1737,70.7559,33.382,113.8881,2.7266,4.8021,9.4701,10.74,14.7537,20.8004,124.795,8.2727,1340.0656,733.1216,2.4262,0.0049,3.1331,0.1763,0.2457,0.3031,13360.0,953.3333,5299.5005,87.0879,0.2874,252839.5313,143.7197,143.0695
14666,7533.0,108.4731,66.0533,30.7401,108.3195,2.5702,4.7057,8.7206,12.7427,13.4245,19.0562,120.3519,8.2661,1339.8792,733.0176,2.4557,-0.0029,3.2728,0.158,0.222,0.2707,13580.0,1246.6666,5260.354,85.602,0.2766,252796.0,140.8824,140.8386
14667,7533.5,103.1824,61.5795,28.4106,103.353,2.4106,4.6508,8.0597,11.6496,13.376,19.0273,112.1971,8.2737,1339.6926,732.9135,2.4752,-0.0083,3.4031,0.1459,0.21,0.257,13580.0,1286.6666,5278.6997,82.1709,0.2516,252753.2031,136.1244,135.5692
14668,7534.0,99.8456,59.1529,27.1991,100.1399,2.321,4.5632,7.7161,11.8064,14.8637,22.3514,107.893,8.2817,1339.5059,732.8093,2.48,-0.0121,3.3569,0.1428,0.1896,0.22,14660.0,1506.6666,5256.8354,82.1709,0.2516,252753.2031,136.1244,135.5692
14669,7534.5,90.8687,53.8705,24.7685,91.0473,2.1138,4.139,7.0265,17.3158,19.4253,30.9149,102.5974,8.2807,1339.3187,732.7048,2.5069,-0.0082,3.4221,0.1262,0.1808,0.2163,13946.667,1353.3334,5254.6606,82.1709,0.2516,252753.2031,136.1244,135.5692
14670,7535.0,76.8807,45.2424,20.649,77.0367,1.7842,3.5398,5.8579,37.726,44.4002,65.0593,81.1022,8.2589,1339.1318,732.6005,2.5668,-0.01,3.7839,0.0889,0.1453,0.1775,15386.667,1800.0,5286.332,61.2406,0.0993,252650.4688,119.3965,124.9012
14671,7535.5,59.4703,34.6244,15.859,59.7346,1.3622,2.7956,4.499,53.0225,59.0781,90.5648,54.934,8.2542,1338.9459,732.497,2.6221,-0.0235,4.1743,0.0546,0.1006,0.1212,18720.0,2593.3333,5229.479,61.2406,0.0993,252650.4688,119.3965,124.9012
14672,7536.0,44.9428,25.8438,11.9031,45.3337,1.0129,2.1699,3.3768,74.611,67.2062,114.2004,40.6376,8.2557,1338.76,732.3936,2.6481,-0.0309,4.3955,0.0384,0.0772,0.0919,19853.334,3315.0,5238.0747,57.8051,0.0743,252573.9063,109.209,108.2363
14673,7536.5,34.9539,19.9095,9.3005,35.388,0.7726,1.7233,2.6384,95.1344,84.5277,148.3023,34.556,8.2563,1338.5741,732.2901,2.6699,-0.0262,4.5513,0.0249,0.065,0.0792,19446.666,3793.3333,5213.4424,56.0997,0.0619,252545.0313,106.7981,103.521
