,DEPT,GRUR,GRTH,GAMMAKT,POTA,URAN,THOR,LLS,LLD,NPHI,GR,MSFL,CALI,BHVT,AHVT,RHOB,DRHO,PE,DPE,QN,QF,DPHI,TENS,MNDT,DXDT,DYDT,SPHI,ITTT,XPHI
20738,10558.5,36.4628,32.2715,65.4638,2.3724,4.0595,9.1576,26.1001,33.0708,0.1719,107.3528,24.5175,8.1614,132.9366,71.6099,2.6273,0.0172,3.3376,-0.0557,0.0283,0.1943,0.0484,6064.0762,77.5459,133.4193,133.7872,0.2118,22906.9785,0.127
20739,10559.0,46.0722,26.7113,56.4121,2.1229,5.1294,7.5798,30.2528,37.5262,0.183,104.6268,25.9497,8.1832,132.7547,71.5104,2.5951,0.0119,3.2695,-0.0437,-0.1946,-0.2618,0.0672,6120.7778,76.9624,131.0419,131.5672,0.2077,22868.2051,0.1395
20740,10559.5,48.0322,26.6815,56.1988,2.1097,5.3476,7.5714,34.7761,42.9421,0.1773,100.6924,27.2869,8.2015,132.5719,71.4101,2.5712,0.0059,3.1781,-0.0309,-0.3462,-0.5029,0.0811,6078.3945,76.5562,129.1487,129.6767,0.2048,22829.7246,0.1413
20741,10560.0,36.1216,35.1228,69.5078,2.4577,4.0216,9.9667,38.0331,47.4694,0.1708,101.7664,27.37,8.2233,132.3884,71.3092,2.5552,-0.0019,3.0833,0.0091,-0.3126,-0.2606,0.0905,6054.438,76.5562,129.1487,129.6767,0.2048,22829.7246,0.1412
20742,10560.5,22.1258,42.1695,82.7733,2.9021,2.4633,11.9664,39.1756,48.8472,0.1758,107.2111,25.8574,8.2238,132.2042,71.2074,2.5422,-0.0081,3.066,0.0413,0.0014,0.0799,0.0981,6024.813,76.4801,127.9421,128.2058,0.2042,22772.3066,0.1469
20743,10561.0,22.84,37.4143,80.2601,3.0624,2.5429,10.617,36.7207,39.2377,0.1719,108.2143,19.9023,8.2292,132.0197,71.1054,2.5505,-0.0109,3.1431,0.0419,0.1674,0.2925,0.0933,6020.9263,76.7126,127.6829,127.4254,0.2059,22734.0664,0.1429
20744,10561.5,31.1224,29.7448,69.8726,2.8681,3.465,8.4406,27.6197,25.1713,0.1755,104.5373,6.6634,8.2299,131.835,71.0033,2.5505,-0.012,3.1863,0.0333,-0.1485,0.1375,0.0933,6096.2964,77.8298,128.3034,127.5221,0.2138,22676.5313,0.1449
20745,10562.0,32.0363,32.8409,67.0525,2.4453,3.5667,9.3192,17.709,16.4605,0.2,99.9839,0.7036,8.2299,131.6503,70.901,2.4723,-0.0053,3.2321,0.0189,-0.5211,-0.4352,0.139,6084.6104,82.5331,129.7074,129.0752,0.2471,22637.6172,0.1765
20746,10562.5,31.2402,32.3115,64.2024,2.2794,3.4781,9.169,11.0586,12.5732,0.2467,95.9802,0.7935,8.2377,131.4655,70.7988,2.2769,0.0151,3.4468,-0.0213,-0.3682,-0.4415,0.2533,6146.2959,86.8334,133.6022,139.9464,0.2775,22596.3516,0.2556
20747,10563.0,27.2039,31.0843,63.9098,2.3462,3.0287,8.8207,10.1694,12.5216,0.2829,91.7722,5.9138,8.3838,131.2802,70.696,2.0679,0.0303,3.6988,-0.052,0.0933,0.2792,0.3755,6101.4146,86.8334,133.6022,139.9464,0.2775,22596.3516,0.3465
20748,10563.5,27.9211,31.3234,65.0196,2.4084,3.1086,8.8886,15.0343,15.9815,0.3147,92.3256,25.3593,8.7063,131.0819,70.5802,2.0777,0.0192,3.6264,-0.0374,0.4162,0.3316,0.3697,6109.2866,88.1971,164.0201,153.4346,0.2871,22531.2266,0.355
20749,10564.0,27.7149,30.9158,66.9203,2.5734,3.0856,8.7729,19.7846,20.5662,0.2219,98.7346,15.292,8.2197,130.8864,70.4671,2.3119,0.0027,3.3239,-0.0196,0.5851,-0.0515,0.2328,6071.0225,86.555,160.6415,153.3851,0.2755,22487.1289,0.2327
20750,10564.5,32.6639,30.4391,70.4901,2.8626,3.6366,8.6377,23.2301,25.6194,0.1887,112.7684,12.5086,8.2209,130.702,70.3652,2.4837,-0.0022,3.1511,-0.005,0.372,0.0549,0.1323,6070.5962,82.5172,157.7159,148.9921,0.2469,22422.2129,0.1677
20751,10565.0,37.0504,30.419,72.3622,2.9979,4.125,8.632,21.8908,25.5051,0.2144,122.6687,9.5694,8.2443,130.5173,70.263,2.509,-0.0026,3.1166,-0.0038,-0.1801,0.0336,0.1176,6113.3687,82.5172,157.7159,148.9921,0.2469,22422.2129,0.1753
20752,10565.5,41.9369,32.1788,70.2625,2.722,4.669,9.1313,18.9976,23.0431,0.2248,116.866,10.6039,8.2422,130.3319,70.1602,2.5275,0.0039,3.1402,-0.0358,-0.2111,-0.1361,0.1067,6104.9238,77.419,136.3653,137.1779,0.2109,22360.3242,0.1765
20753,10566.0,39.9148,33.3127,67.9835,2.4781,4.4439,9.4531,18.5431,23.1094,0.2093,106.1893,10.5852,8.2435,130.1466,70.0573,2.5583,0.0095,3.2842,-0.0455,0.3634,-0.0108,0.0887,6137.2407,77.419,136.3653,137.1779,0.2109,22321.6152,0.1615
20754,10566.5,30.92,33.2884,70.6936,2.6735,3.4424,9.4462,20.7364,25.7421,0.2066,101.304,18.1463,8.2436,129.9613,69.9545,2.5753,0.0111,3.4778,-0.0653,0.5249,0.034,0.0788,6077.627,76.1549,136.9678,137.3145,0.2019,22282.9063,0.1564
20755,10567.0,22.3661,35.7149,75.6476,2.8542,2.4901,10.1348,23.5581,29.896,0.186,105.1749,20.9349,8.2544,129.7758,69.8515,2.5889,0.012,3.5601,-0.0869,0.1245,0.0434,0.0708,6088.5337,75.0872,133.6426,134.7424,0.1944,22225.791,0.1424
20756,10567.5,24.8074,31.3814,71.9503,2.8996,2.7619,8.9051,27.7486,35.8924,0.1768,103.5192,26.9009,8.2496,129.59,69.7482,2.5832,0.0082,3.5448,-0.0383,-0.173,0.2338,0.0742,6065.6968,75.0872,133.6426,134.7424,0.1944,22188.248,0.1386
20757,10568.0,34.9912,27.7413,63.3656,2.5462,3.8957,7.8721,32.2858,43.126,0.1833,95.9645,32.9244,8.2573,129.4043,69.645,2.565,0.0041,3.5667,0.0123,-0.3734,-0.0362,0.0848,6091.3613,75.0872,133.6426,134.7424,0.1944,22188.248,0.146
20758,10568.5,51.9946,19.8692,51.5818,2.2666,5.7888,5.6383,36.2828,49.1137,0.1878,93.6778,36.9463,8.2547,129.2184,69.5416,2.5575,0.0031,3.577,0.013,-0.4326,-0.4651,0.0892,6137.2896,75.8382,129.5733,129.951,0.1997,22131.9336,0.1501
20759,10569.0,51.6705,20.817,54.791,2.4283,5.7527,5.9072,39.0482,52.4748,0.1858,97.5413,34.217,8.2543,129.0327,69.4384,2.5499,0.0027,3.408,-0.0047,-0.1049,-0.1678,0.0936,6110.7612,76.5028,130.3824,129.8258,0.2044,22094.0137,0.1507
20760,10569.5,42.4582,25.3209,64.7682,2.8195,4.727,7.1853,37.1563,48.8138,0.212,105.9096,38.503,8.2545,128.8469,69.3351,2.5318,0.0032,3.2082,-0.0172,0.1158,0.3072,0.1042,6134.9985,76.5028,130.3824,129.8258,0.2044,22055.7617,0.1688
20761,10570.0,39.7315,29.0095,67.6456,2.7615,4.4235,8.232,32.791,40.7789,0.2009,108.1844,36.9263,8.2563,128.6611,69.2318,2.5184,0.0039,3.2044,-0.016,0.0404,0.4196,0.1121,6105.8618,77.6119,136.6294,134.8527,0.2122,21998.3848,0.166
20762,10570.5,38.3388,32.2892,67.7461,2.5343,4.2684,9.1627,25.9979,31.9996,0.204,105.3055,22.8916,8.2801,128.4746,69.1278,2.5181,0.0012,3.2828,-0.0008,0.0982,0.1443,0.1122,6108.6523,77.6119,136.6294,134.8527,0.2122,21959.5781,0.1677
20763,10571.0,39.5144,34.6143,64.219,2.116,4.3993,9.8224,20.8852,26.0486,0.1875,105.1384,14.6436,8.2888,128.2874,69.0231,2.523,-0.0041,3.3068,0.0148,0.1552,-0.0273,0.1094,6117.6338,77.6119,136.6294,134.8527,0.2122,21959.5781,0.1577
20764,10571.5,38.9109,35.4632,61.8522,1.8861,4.3321,10.0633,17.1039,21.7577,0.1846,106.5659,10.583,8.2936,128.1,68.9182,2.5327,-0.0049,3.347,0.0117,0.0149,0.1838,0.1037,6080.0283,79.0313,142.672,141.6673,0.2223,21901.3691,0.1539
20765,10572.0,37.3476,34.765,60.4596,1.8365,4.1581,9.8652,15.1302,19.2085,0.1964,101.4375,9.0011,8.2945,127.9124,68.8131,2.5452,-0.0022,3.4353,-0.0006,-0.0291,0.1721,0.0964,6133.0864,80.4047,144.9683,144.0459,0.232,21861.8535,0.1575
20766,10572.5,30.428,35.7027,65.1381,2.1039,3.3877,10.1313,14.3824,18.0533,0.2172,95.0651,10.8346,8.2943,127.7249,68.708,2.549,0.0001,3.5304,-0.0013,0.1248,-0.0285,0.0941,6090.9961,81.7699,147.0106,146.3169,0.2417,21801.5508,0.1677
20767,10573.0,33.6766,28.6142,60.8568,2.3045,3.7493,8.1198,14.4882,17.8531,0.2311,94.7145,9.6778,8.302,127.5372,68.6029,2.5472,0.0046,3.5941,0.0016,0.2038,-0.0981,0.0952,6106.6543,82.7501,148.3774,149.0196,0.2486,21760.666,0.1753
20768,10573.5,36.6744,24.4365,57.5553,2.3672,4.0831,6.9343,15.2606,18.4802,0.2275,96.2248,10.8771,8.2999,127.3495,68.4977,2.5441,0.0085,3.5647,-0.0021,0.1312,-0.1697,0.097,6071.6313,82.7501,148.3774,149.0196,0.2486,21719.291,0.1742
20769,10574.0,36.9957,26.328,57.4916,2.2274,4.1189,7.4711,15.9603,19.2738,0.2353,95.2776,10.4435,8.2974,127.1618,68.3924,2.5372,0.0086,3.4354,-0.0114,0.0734,-0.0577,0.1011,6110.0542,82.7501,148.3774,149.0196,0.2486,21719.291,0.1797
20770,10574.5,32.1453,35.6121,64.1738,2.0414,3.5789,10.1056,16.718,20.1734,0.2279,92.8163,13.3028,8.2935,126.974,68.2871,2.5287,0.0076,3.2694,-0.0136,-0.0872,0.1003,0.106,6128.3096,83.3369,148.726,152.8782,0.2527,21657.2285,0.1778
20771,10575.0,31.6581,39.6014,66.0943,1.8936,3.5246,11.2376,17.4715,21.0519,0.2296,94.6623,14.2981,8.296,126.7863,68.182,2.5246,0.0051,3.1592,-0.006,-0.2296,-0.0495,0.1084,6121.7524,83.3369,148.726,152.8782,0.2527,21615.5605,0.1796
20772,10575.5,39.3679,34.3804,58.7905,1.7447,4.383,9.7561,17.575,21.195,0.2306,96.4747,17.499,8.2983,126.5986,68.0767,2.5321,0.0038,3.1743,-0.0101,0.0267,-0.2292,0.104,6161.9175,83.0069,148.2626,151.3664,0.2504,21553.0586,0.1784
20773,10576.0,48.4888,25.3183,48.5727,1.6621,5.3984,7.1845,17.1488,20.7652,0.2301,92.2458,17.1416,8.2993,126.411,67.9716,2.5434,0.007,3.2688,-0.0219,0.3857,-0.2408,0.0974,6124.3848,83.3311,147.9671,150.1325,0.2527,21511.5547,0.1757
20774,10576.5,54.6631,23.2889,41.3387,1.2901,6.0859,6.6086,16.13,19.4226,0.2241,90.7765,12.0125,8.2972,126.2232,67.8662,2.5462,0.0113,3.3309,-0.0263,0.3646,-0.1117,0.0958,6160.8096,83.3311,147.9671,150.1325,0.2527,21469.8887,0.1719
20775,10577.0,50.6064,28.0129,44.2047,1.1573,5.6342,7.9492,14.8853,17.6332,0.2239,94.1253,10.216,8.2952,126.0354,67.761,2.5469,0.0164,3.3303,-0.0362,0.0455,0.0399,0.0954,6107.8491,83.3311,147.9671,150.1325,0.2527,21469.8887,0.1717
20776,10577.5,51.9365,29.9222,42.6358,0.9087,5.7823,8.491,13.6405,16.1837,0.2117,92.3577,11.3132,8.2954,125.8477,67.6558,2.5644,0.0236,3.3055,-0.0603,-0.2816,0.1095,0.0851,6141.2988,85.4553,148.6501,149.6008,0.2677,21407.3906,0.1614
20777,10578.0,46.8937,31.2777,47.2616,1.1424,5.2208,8.8756,12.9261,15.5957,0.2245,89.1543,7.3309,8.3014,125.66,67.5506,2.5543,0.0203,3.3491,-0.0538,-0.4799,0.2225,0.0911,6133.0864,85.4553,148.6501,149.6008,0.2677,21364.6621,0.1704
20778,10578.5,46.5749,30.4096,48.5291,1.2951,5.1854,8.6293,12.4458,15.5733,0.2294,92.7194,5.4864,8.2977,125.4722,67.4453,2.4657,0.0202,3.5449,-0.0331,-0.4919,0.1884,0.1429,6148.1353,86.122,150.9604,150.6821,0.2724,21321.9336,0.1935
20779,10579.0,42.2848,29.52,53.8483,1.7389,4.7077,8.3768,13.8921,17.2206,0.2341,95.9265,6.6256,8.2973,125.2844,67.34,2.3854,0.0368,3.7389,-0.0579,-0.2447,-0.0719,0.1898,6175.835,84.3569,154.5998,152.07,0.2599,21257.3418,0.217
20780,10579.5,43.6462,24.6611,53.9393,2.0926,4.8593,6.998,15.6793,19.2202,0.2457,92.6634,14.5984,8.2592,125.0972,67.2353,2.4225,0.0308,3.7306,-0.0601,0.055,-0.1143,0.1681,6149.3423,84.3569,154.5998,152.07,0.2599,21215.1641,0.2127
20781,10580.0,42.2582,22.851,57.1284,2.45,4.7048,6.4844,17.1467,21.0846,0.2172,94.9196,12.8603,8.2567,124.9112,67.1318,2.512,0.0043,3.5857,-0.0159,0.0793,-0.0458,0.1158,6143.4561,84.3569,154.5998,152.07,0.2599,21215.1641,0.176
20782,10580.5,45.8546,22.1845,55.924,2.4115,5.1052,6.2953,17.9167,22.3931,0.2335,97.3063,15.2491,8.2538,124.7254,67.0284,2.5302,-0.0055,3.4456,0.0093,0.0667,-0.0025,0.1052,6104.1445,81.1505,150.4895,149.665,0.2373,21151.8965,0.1804
20783,10581.0,47.9357,22.8828,55.5833,2.3373,5.3369,6.4934,18.3348,22.6831,0.247,90.7205,18.2153,8.2504,124.5397,66.9252,2.5142,0.0014,3.3426,-0.0064,0.2459,0.0308,0.1145,6124.1777,81.1505,150.4895,149.665,0.2373,21111.3203,0.1909
20784,10581.5,40.6198,25.8758,59.3914,2.3955,4.5224,7.3427,19.0314,23.4795,0.2257,88.0579,19.5876,8.2427,124.3542,66.8222,2.5215,0.0053,3.309,-0.0253,0.2681,0.0504,0.1102,6119.7422,80.7193,148.4997,148.7724,0.2342,21070.7441,0.1783
20785,10582.0,38.5398,27.1139,60.8453,2.4109,4.2908,7.6941,19.4985,23.4641,0.218,95.7475,16.9756,8.242,124.1689,66.7194,2.5296,-0.0003,3.3295,-0.0055,-0.0097,0.1336,0.1055,6096.187,81.5273,148.5439,148.216,0.2399,21010.2051,0.1725
20786,10582.5,38.9041,28.7524,61.2537,2.323,4.3313,8.159,19.0072,22.6681,0.2043,105.0012,16.6492,8.2393,123.9838,66.6168,2.528,-0.0054,3.3105,0.0271,-0.109,0.1523,0.1065,6156.4468,81.5273,148.5439,148.216,0.2399,20969.4414,0.1655
20787,10583.0,38.5366,29.5204,63.6557,2.4398,4.2904,8.377,17.7933,21.1644,0.2242,107.5878,18.252,8.2295,123.7988,66.5143,2.5244,-0.0055,3.2789,0.0354,0.169,-0.0545,0.1085,6119.0845,81.5273,148.5439,148.216,0.2399,20969.4414,0.1769
20788,10583.5,35.4672,33.9589,69.7421,2.5576,3.9487,9.6365,16.8011,20.1502,0.2346,107.8436,10.7803,8.2312,123.6138,66.4118,2.5287,-0.0038,3.2897,0.0221,0.2196,-0.364,0.1061,6090.0449,82.6546,149.4191,149.0717,0.2479,20908.2969,0.1813
20789,10584.0,28.0101,39.0328,76.7816,2.6981,3.1185,11.0763,16.5216,20.0604,0.2341,109.7656,8.5037,8.2259,123.4291,66.3096,2.5293,0.0017,3.2945,-0.0046,-0.1821,-0.1872,0.1057,6059.6528,82.6546,149.4191,149.0717,0.2479,20866.9688,0.1809
20790,10584.5,22.6561,44.4084,79.768,2.5273,2.5224,12.6017,16.4692,19.7644,0.2298,109.7283,9.1321,8.2206,123.2446,66.2076,2.5355,0.0111,3.338,-0.0339,-0.3867,-0.0235,0.102,6089.2036,82.9816,149.8021,151.2306,0.2502,20804.9785,0.1772
20791,10585.0,20.6951,47.6422,78.7285,2.2219,2.3041,13.5193,16.5395,19.7523,0.2218,98.8614,16.1103,8.2082,123.0604,66.1059,2.571,0.015,3.5285,-0.0406,-0.1405,-0.3002,0.0813,6126.7124,82.9178,150.7686,152.5338,0.2498,20763.4883,0.1654
20792,10585.5,25.6858,46.9276,74.046,1.9383,2.8597,13.3166,16.3652,19.546,0.2067,89.7882,11.2049,8.1968,122.8768,66.0048,2.6011,0.0163,3.7319,-0.0443,0.1198,-0.3044,0.0637,6112.6865,82.9178,150.7686,152.5338,0.2498,20722.0293,0.1511
20793,10586.0,25.9419,46.7799,76.009,2.0891,2.8882,13.2747,16.3911,19.6436,0.2079,99.0143,10.6985,8.199,122.6936,65.9041,2.5876,0.0183,3.7045,-0.0454,0.1198,-0.1843,0.0716,6171.7769,82.9178,150.7686,152.5338,0.2498,20722.0293,0.1546
20794,10586.5,27.6069,44.8235,79.1223,2.4515,3.0736,12.7195,16.2692,19.7303,0.2221,107.9905,12.2899,8.1911,122.5104,65.8033,2.5523,0.0165,3.5116,-0.038,0.0147,-0.0559,0.0922,6110.3101,83.8036,154.687,153.9158,0.256,20659.8418,0.1695
20795,10587.0,26.1154,42.863,82.5245,2.8348,2.9075,12.1632,16.7046,20.4948,0.2586,109.8775,13.7485,8.1859,122.3274,65.7029,2.5234,0.0139,3.3975,-0.0354,0.0832,0.3887,0.1091,6141.3354,84.6526,155.693,153.349,0.262,20617.9395,0.1947
20796,10587.5,29.2881,37.8853,81.0857,3.0877,3.2608,10.7506,18.1433,22.5206,0.2563,114.1661,16.1322,8.176,122.1447,65.6027,2.5111,0.0124,3.3599,-0.0226,0.2339,0.6135,0.1163,6089.0825,84.863,155.1248,151.4077,0.2635,20554.4492,0.1963
20797,10588.0,39.0553,31.4617,71.0117,2.8268,4.3482,8.9278,22.442,27.6207,0.2514,116.5006,23.4571,8.1723,121.9625,65.503,2.5174,0.0119,3.2765,-0.0173,0.2199,0.2601,0.1126,6127.7241,83.9622,152.9344,147.7876,0.2572,20512.0176,0.1924
20798,10588.5,48.5816,27.3807,58.9465,2.2562,5.4088,7.7698,35.5199,39.3808,0.2386,112.6222,35.7441,8.1627,121.7805,65.4034,2.5265,0.0115,3.2048,-0.0186,0.045,-0.1205,0.1073,6104.0591,83.9622,152.9344,147.7876,0.2572,20470.0371,0.1838
20799,10589.0,47.9464,24.8637,47.3343,1.6061,5.3381,7.0555,64.3934,63.4575,0.1914,96.9222,67.2928,8.1609,121.5988,65.3042,2.5354,0.0114,3.23,-0.013,-0.1398,-0.1033,0.1021,6094.6265,83.9622,152.9344,147.7876,0.2572,20470.0371,0.157
20800,10589.5,40.3383,22.0783,36.6299,1.0401,4.491,6.2651,111.2601,108.8764,0.1431,67.7374,128.6783,8.1554,121.4172,65.2052,2.5747,0.0138,3.3997,-0.0165,-0.2199,0.0565,0.0791,6107.0078,73.3055,138.5401,137.5732,0.1818,20407.0664,0.1213
20801,10590.0,31.6368,14.5356,23.497,0.6405,3.5222,4.1247,253.6598,271.7525,0.0796,41.4017,188.9688,8.1479,121.236,65.1064,2.6589,0.0191,3.7393,-0.036,-0.256,-0.2003,0.0299,6060.1646,56.6173,106.7578,110.8408,0.0638,20370.4141,0.066
20802,10590.5,24.9407,8.0696,12.646,0.3271,2.7767,2.2899,448.7901,509.4755,0.0443,28.1928,247.7075,8.1383,121.055,65.0079,2.7442,0.0233,4.1224,-0.0529,-0.1369,-0.5502,-0.02,6073.106,52.5745,102.6155,106.0703,0.0352,20327.9512,0.0288
20803,10591.0,20.2377,4.053,6.8035,0.1966,2.2531,1.1501,642.6487,783.7463,0.0325,23.7476,311.5192,8.1272,120.8744,64.9098,2.7786,0.0208,4.3596,-0.0434,0.0861,-0.0865,-0.0401,6068.7432,50.7796,100.5482,102.3072,0.0225,20301.6641,0.016
20804,10591.5,16.1769,4.7346,6.989,0.1611,1.801,1.3435,631.41,812.5214,0.0294,22.461,465.808,8.1238,120.6942,64.8121,2.7683,0.0132,4.4702,-0.0167,0.0667,0.4143,-0.0341,6106.3745,50.7796,100.5482,102.3072,0.0225,20276.2734,0.0152
20805,10592.0,10.8608,9.0907,14.0549,0.3548,1.2092,2.5797,437.878,533.6605,0.0288,23.3486,331.2274,8.1231,120.5142,64.7146,2.7529,0.0068,4.5787,0.0025,0.0225,0.1098,-0.0251,6151.9497,50.7796,100.5482,102.3072,0.0225,20276.2734,0.0169
20806,10592.5,12.7965,10.1573,18.2356,0.5774,1.4247,2.8823,257.886,290.5127,0.0305,29.3974,190.3636,8.1264,120.3343,64.6171,2.7471,0.0062,4.647,0.0042,0.0436,-0.0478,-0.0217,6128.6865,51.8788,99.8478,100.3575,0.0303,20238.1895,0.0189
20807,10593.0,29.4077,1.8939,11.2832,0.6711,3.2741,0.5374,154.5634,171.5728,0.0389,37.6911,91.1599,8.1273,120.1542,64.5196,2.7508,0.0184,4.6631,-0.0143,-0.0845,0.1547,-0.0238,6138.375,55.0197,101.2196,102.3306,0.0525,20212.25,0.0242
20808,10593.5,34.4407,7.2785,18.1968,0.7804,3.8344,2.0654,101.3167,110.4106,0.0602,46.9739,51.7599,8.142,119.9741,64.4219,2.7422,0.0308,4.6825,-0.0293,-0.0849,0.2051,-0.0188,6094.3706,59.1421,104.1302,106.2611,0.0816,20170.9844,0.0397
20809,10594.0,38.5198,13.7842,26.6559,0.92,4.2886,3.9115,65.9313,71.7512,0.0905,58.6374,38.4293,8.1275,119.7935,64.3239,2.6974,0.0285,4.5728,-0.0225,-0.0407,0.0934,0.0074,6075.4336,63.6984,108.8353,110.8651,0.1138,20141.4141,0.0662
20810,10594.5,40.8424,17.4168,37.2774,1.4195,4.5471,4.9424,44.3861,48.542,0.111,71.6299,35.765,8.1247,119.6134,64.2262,2.6451,0.0228,4.1949,-0.0136,-0.2456,-0.1914,0.0379,6057.2036,63.6984,108.8353,110.8651,0.1138,20109.5645,0.0881
20811,10595.0,45.4283,19.2331,46.3407,1.9375,5.0577,5.4577,30.8875,34.9975,0.1377,83.5985,22.0157,8.137,119.4332,64.1285,2.6092,0.0207,3.6973,-0.0105,-0.3654,-0.2351,0.059,6102.5356,63.6984,108.8353,110.8651,0.1138,20109.5645,0.111
20812,10595.5,48.2495,22.527,55.1508,2.3318,5.3718,6.3924,23.2551,28.054,0.162,93.2228,16.2316,8.1414,119.2526,64.0304,2.5825,0.0235,3.395,-0.0026,0.0094,-0.0274,0.0746,6161.4795,76.2772,128.4675,122.1894,0.2028,20061.791,0.1304
20813,10596.0,51.4091,25.7309,60.1799,2.4622,5.7236,7.3016,21.347,25.9259,0.1985,103.3961,16.1973,8.1364,119.0719,63.9322,2.5728,0.0262,3.3733,0.0111,0.4592,0.0366,0.0802,6127.0288,76.2772,128.4675,122.1894,0.2028,20023.6523,0.1526
20814,10596.5,51.6598,26.6506,63.9323,2.6647,5.7515,7.5626,22.7826,26.8648,0.2128,110.3213,20.6179,8.1457,118.8912,63.834,2.5755,0.0233,3.4058,0.01,0.2955,0.1578,0.0786,6115.8916,78.8255,134.9725,131.4955,0.2208,19985.5137,0.1597
20815,10597.0,52.314,26.5796,66.4971,2.8531,5.8243,7.5425,25.6503,29.466,0.2099,117.6917,23.8549,8.1456,118.7103,63.7356,2.576,0.02,3.3763,0.0036,-0.032,0.0541,0.0784,5996.5547,81.1292,139.3962,141.1014,0.2371,19926.3945,0.1581
20816,10597.5,52.1188,28.1942,69.3186,2.9393,5.8026,8.0006,28.5204,32.3411,0.224,121.5566,25.3715,8.1458,118.5293,63.6371,2.5704,0.0188,3.3428,-0.0198,-0.0849,-0.2385,0.0816,5994.5552,81.1292,139.3962,141.1014,0.2371,19885.8301,0.1667
20817,10598.0,59.3207,31.5432,64.7312,2.3721,6.6044,8.951,29.9915,34.1285,0.2181,119.076,26.0443,8.1503,118.3483,63.5386,2.5605,0.0206,3.3788,-0.0713,-0.0174,-0.1051,0.0874,6026.4102,81.1292,139.3962,141.1014,0.2371,19885.8301,0.1657
20818,10598.5,64.4925,34.9455,59.758,1.7735,7.1802,9.9164,30.7679,35.3421,0.2041,118.8321,26.8837,8.1544,118.167,63.4398,2.5492,0.0221,3.4364,-0.0834,0.2902,-0.0227,0.0941,6150.4146,81.4121,138.8135,143.1495,0.2391,19824.9824,0.1607
20819,10599.0,72.4795,31.5751,50.1908,1.3305,8.0694,8.96,30.0048,33.6928,0.2078,117.5,33.0914,8.1512,117.9856,63.3409,2.5465,0.0175,3.3947,-0.0465,0.3759,-0.1986,0.0956,6182.3169,81.4121,138.8135,143.1495,0.2391,19784.2754,0.1633
20820,10599.5,68.1403,29.9786,52.8251,1.6329,7.5863,8.507,27.8007,31.5343,0.205,115.9188,47.476,8.1551,117.8044,63.2422,2.5627,0.0134,3.3622,-0.0242,-0.095,-0.1058,0.0862,6109.1772,81.2129,138.1302,142.058,0.2377,19743.5684,0.1582
20821,10600.0,64.0742,28.8582,55.7283,1.9205,7.1336,8.189,25.5651,28.9613,0.1996,118.1377,61.0824,8.155,117.6231,63.1433,2.5627,0.0146,3.3918,-0.0301,-0.3475,0.0009,0.0861,6071.0713,81.2376,138.4525,139.9876,0.2379,19682.6582,0.1553
20822,10600.5,56.2188,33.4276,63.3851,2.1412,6.259,9.4857,21.8643,26.0214,0.2144,118.4435,30.9244,8.1618,117.4416,63.0444,2.5383,0.0138,3.4007,-0.0289,-0.1202,0.0679,0.1004,6009.2271,81.2376,138.4525,139.9876,0.2379,19642.0391,0.1686
20823,10601.0,57.7462,33.367,64.3277,2.2129,6.4291,9.4685,21.9737,25.5824,0.2253,117.3322,24.3472,8.1707,117.2597,62.945,2.5305,0.0113,3.3666,-0.0177,0.0185,0.3879,0.1049,6083.5869,81.2376,138.4525,139.9876,0.2379,19642.0391,0.1761
20824,10601.5,57.6182,33.8511,68.6918,2.4902,6.4149,9.6059,22.8732,26.4448,0.2269,120.6922,27.1608,8.1778,117.0774,62.8452,2.5297,0.0106,3.2122,-0.0102,-0.1526,0.4987,0.1055,6103.8887,82.5945,140.5662,141.3958,0.2475,19581.1113,0.1771
20825,10602.0,61.9069,29.203,69.371,2.871,6.8923,8.2869,24.0492,27.1768,0.2224,132.7012,20.2865,8.1883,116.895,62.7453,2.5171,0.01,3.0497,-0.0042,-0.1534,0.1909,0.1128,6148.4165,83.3675,142.152,142.4484,0.253,19539.8145,0.1776
20826,10602.5,67.8602,23.8237,65.6881,2.9922,7.5551,6.7604,24.8554,27.6634,0.2178,142.3323,26.8758,8.1904,116.7121,62.6449,2.5139,0.0107,3.0612,-0.017,0.2783,-0.0955,0.1147,6113.4424,83.3675,142.152,142.4484,0.253,19498.1309,0.1759
20827,10603.0,73.1886,19.0899,60.7548,2.978,8.1484,5.4171,23.1648,25.8856,0.2312,143.6707,24.943,8.2054,116.529,62.5443,2.52,0.0127,3.1338,-0.0535,0.3736,-0.5,0.1111,6020.5601,83.8409,144.5337,144.3023,0.2563,19435.6055,0.1815
20828,10603.5,74.6412,21.4843,57.6709,2.5864,8.3101,6.0966,21.1605,23.708,0.2341,145.9631,16.9708,8.2109,116.3454,62.4431,2.5238,0.0138,3.1198,-0.0881,-0.1237,-0.6743,0.1089,5970.1831,83.8409,144.5337,144.3023,0.2563,19393.6855,0.1821
20829,10604.0,74.3574,25.9855,55.6862,2.1228,8.2785,7.3739,19.4024,22.3362,0.212,144.0482,13.7745,8.2135,116.1615,62.3417,2.5434,0.0103,3.0977,-0.0746,-0.4698,-0.1202,0.0974,5989.5474,83.8409,144.5337,144.3023,0.2563,19393.6855,0.1662
